filename,pseudo_label
04395.wav,"Mereka semua emang lagi produktif banget. They stay until 8-9 o'clock, gitu. Cuma I feel like, aku bilang ke mereka, aku ngerti kok ini kita di dunia kreatif. Aku nggak bisa juga mengatur kapan kalian bisa berkreasi, gitu kan. I understand that. Cuma bisa nggak dalam sehari kita ada fixed hours, dimana kita 6 jam tuh ketemu at the same time. Karena kalau nggak agak susah tuh teamwork-nya. Dan aku juga pakai alasan bahwa..."
04396.wav,"I'm giving you this reason karena it's scientifically proven, biologically proven gitu, untuk kesehatan, orang itu paling produktif jam 9-12 betulnya. Sisanya ya, other things gitu. Dan aku bilang, kalian semua punya keluarga, punya teman-teman. Kalau kalian baru pulang jam 9 malam, yang disalahin siapa? Yang punya company-nya, dipikir ngapain suruh kerja jam 9, padahal aku jam 9 udah pulang. Jadi aku bilang, I want you guys to have a..."
04397.wav,"Life outside of work, gitu loh. So if you can come earlier, you can go home at 6 or 5, you can hang out with your friends, you can meet your kids, your family, gitu loh. Have a good life, gitu. Jangan kayak sampe malem di kantor, cuma then again, a lot of these young people mungkin masih single ya. Mungkin masih single, mereka perantau, ya kan? Jadi yaudah, I get it. Cuma, ya aku juga selalu bilang, aku cuma pengen kita semua kerja sehat."
04398.wav,"Karena ujungnya kalau sakit ngapain, kalian juga jadi nggak produktif, jadi nggak bisa mikir, you don't become a good teammate gitu loh. Jadi that's the challenge ya. Cuma I think over time, ini udah mulai ke-build, namanya juga culture ya. I think one of my job is to build a good culture. So, ya mungkin itu kali yang aku lihat. Dan sekarang udah mulai bergeser. Udah mulai bergeser, karena nggak fair sama orang-orang yang bisa commit gitu loh, datang jam 9 pagi gitu loh. Okay, wow."
04399.wav,"Sekarang aku pengen ngebahas soal your partnership with Luna Maya, right? You've been friends with Luna for how many years? Yeah, 20 something years lah. 20 something years. Waktu memutuskan untuk bisnis bareng sahabat lu sendiri. Dan we all know she's a huge celebrity di Indonesia, dan bahkan dia nggak realize bahwa dia seterkenal itu gitu kan."
04400.wav,"What came first to your mind? Kakak kepikiran gimana? Aduh ini nanti challenge-nya kayak gimana ya? Aduh ini nanti kayak gimana ya? Ada nggak pikiran-pikiran ketakutan, kekhawatiran itu? Jujur nggak ada sih, karena we're two different people, kita background juga berbeda ya, tapi we share the same values. Kita dua-duanya sama-sama hustler. Kita dua-duanya sama-sama mempunyai mimpi."
04402.wav,"Itu juga menjadi advantage, gitu kan. We know how to communicate, kita tahu apa yang trigger us, gitu, each other, gitu. Jadi, ya aku ngeliat lebih banyak advantage-nya sih. Gue kebetulan relate banget, Kak, karena gue juga bangun bisnis sama sahabat gue sendiri. Ibaratnya kayak temen miskin, temen miskin gue, gitu. Dulu kami sama-sama kuliah di Solo, bener-bener miskin, bener-bener gak punya apa-apa, dan we built from scratch, gitu. Dan satu kata yang gue inget banget dari dia adalah, dia manggil gue, ya Kak, gitu kan."
04403.wav,"Kalau misalnya ada apa-apa sama kita atau bisnis kita, yang kita utamakan adalah pertemanan dulu ya. Gue nggak peduli bisnis kita hancur, tapi pertemanan kita nggak boleh hancur. That's our principle, gitu, yang kita pegang sampai sekarang. Berantem, Kak, dan mau bubar beberapa kali. Bahkan di depan bisnis partner kami yang lain untuk bisnis yang lain, gitu. Kita berantem berdua, waktu itu perjalanan di Bandung, dan bahkan mau sampai bubar sleep project ini, gitu."
04404.wav,"Pernah nggak mengalami kejadian itu, dan apa yang kalian berdua pegang untuk memisahkan antara bisnis dan pertemanan? Right. Ini juga aku pernah ngomong ya waktu di CEO Room, kalau I value our friendship more than the business. Karena mungkin aku bakal lebih sedih kehilangan pertemanan ini daripada kehilangan bisnis ini. Bisnis bisa dibangun lagi ya nih. Exactly. Kalau pertemanan susah ya untuk mendapatkan seseorang yang memang kita cocok sefrekuensi. Jadi..."
04405.wav,"Mungkin karena basisnya kita adalah itu, kita sama-sama value this friendship. Pernah sampai bubar atau nggak, sama sekali nggak pernah, untungnya. Berantem sering, berantem sering, terutama waktu awal-awal ya, awal-awal kita bikin, karena kita banyak mengadaptasi. Yang tadi temenan doang, tiba-tiba sekarang kita harus mikirin bisnis, strategi, kreatif gitu loh. Dan of course the way aku mikir dan dia mikir suka sering berbeda gitu. Jadi sering challenging each other gitu, cuma lama-kelamaan makin kesini makin jarang berantem."
04406.wav,"Karena mungkin udah tau gitu loh, mana yang worth the fight, mana yang enggak, gitu. Bener-bener pick your battles, gitu kan. And I think, ya Luna juga sempat mention, karena kita mungkin juga udah tau porsi masing-masing, Mer, gitu. Aku ngurusin apa, dia mikirin apa, gitu. Aku juga gak mau bother dia untuk things yang yaudahlah, hal ini mah gue aja, gitu. So, I guess that kali ya, dan kita kan gak mau..."
04407.wav,"Menominasi gitu, I don't wanna dominate over her, I also don't wanna take away her work gitu kan, and vice versa. Jadi ya kita saling dukung, karena ya aku tuh tipenya kalau temen-temen aku sukses, aku bakal happy banget, karena aku lebih bangga gitu. Oh, I'm surrounded by successful people gitu loh. Pembagiannya kayak gimana di TS antara Kak Arden dan Kak Luna? So, she's the managing partner, basically I run full-time, I run it full-time day-to-day, everything from strategic, operational."
04408.wav,"Culture dan lain-lain. Luna sebetulnya, I think, based on her background, she's more creative, ya. Jadi if we do have like big creative strategy atau apa, I ask the team consultants with Luna. She has a better eye on detail things lah, gitu. Kalau aku lebih ingat, okay, ini se-creative ini bisa gue jual nggak, gitu. So I'm more for the business side."
04409.wav,"Dia lebih dari visualnya, ini siapa ya, talentnya siapa, cocok nggak gitu, kayak gitu lah ya. Jadi emang beda porsi aja. Iya, dan kakak bilang tadi, you build the culture, jadi kakak lebih ke day-to-day operational activities ya. Iya, karena aku disini setiap hari. Oke, menurut kakak rahasianya apa? Kerjasama ini bisa awet sampai sekarang? Dan nggak merusak pertemanan? So far ya, itu ya, mungkin Luna allows me to make decisions yang mungkin dia pikir ya ini nggak usah gue, dia makes me do it, jadi kan nggak usah ribet gitu loh."
04411.wav,"Jangan ngoyo-ngoyo, jangan terlalu ambisius gitu. Karena mungkin dianggap, satu, terlalu maskulin, yang kedua, takut nanti suaminya kebalap, ya kan? Menginitimidasi suaminya atau tersalib gitu. Dan udahlah, kodrat perempuan itu ngurusin anak, ngurusin rumah tangga, gak usah kerja pun. Kalaupun kerja yaudah, tipis-tipis aja gitu. Dan seolah-olah kata ambisius itu dianggap sebagai sebuah hinaan atau sebuah kritikan. Orang dianggap..."
04412.wav,"Perempuan yang ambis itu dianggap perempuan yang kurang, gitu. But you are an ambitious woman. Gimana kakak ngelihat budaya Indonesia dan your commitment, your self-value as an ambitious woman? Mungkin kenapa I became ambitious juga, mungkin my role model is my mom, ya. My mom is, I think, is quite ambitious. Very ambitious, she's kinda like me, well, I'm like her."
04413.wav,"She's a very ambitious woman, she's a professional, dia hustler, she's always been very independent. Dan aku ngeliat hidup dia sebagai perempuan yang independen, sampai hari ini ya, umurnya udah 70 berapa, masih bekerja, akhirnya punya bisnis sendiri, usaha sendiri, masih bekerja, independen, tidak."
04414.wav,"Tidak benar-benar nganyusahin anak-anaknya, nganyusahin anak-anaknya, nganyusahin orang lain, malah yang ada yang banyak ngebantu orang lain. So I wanna be like that. Dan itu hanya bisa diraih kalau memang kita punya, bukan punya ambisi ya, punya duit sendiri lah ya. Kata simpelnya gitu lah ya. Kata simpelnya adalah independent. So that's what I want to be, karena aku intinya..."
04415.wav,"Hidup aku, aku nggak mau tergantung sama siapa-siapa. Nggak mau nyusahin orang, nggak mau ngerepotin orang. Sampai aku tua nanti, aku nggak mau nyusahin anak-anak, ngasih pressure ke mereka, kamu harus ngurusin mama, kamu harus ngasih... Never, gitu. Kalau bisa, jangan, gitu. Karena your life is your life, gitu. Jadi, dan itu harus one way, harusnya aku aja yang membantu anak aku, jangan sampai anak aku yang ke-pressure untuk ngebantuin aku. Mungkin itu kali. Itu adalah dasarnya, dasar kenapa aku menjadi ambisius dan jadi punya fighting spirit."
04416.wav,"Tapi ada nggak momen yang membuat Kak Marian berpikir, aku harus ambisius seperti ini? Ada moment, click moment nggak? Mungkin aku juga jadi ambisius karena I want to have a comfortable lifestyle. Dan masa minta dari orang gitu kan? Masa aku minta siapa untuk, mau dong gue pengen ini, pengen liburan ini, pengen ini. Tapi suami kan juga kerja, Kak, and he's successful anyway. Cuma aku masih segen minta ya, sampai hari ini. Eh, kalau kepepet lah ya, gitu. Cuma I feel..."
04417.wav,"Tapi gara-gara itu mungkin that's why he respects me, gitu. And I'm lucky mungkin my husband is a good, very supportive husband, he allows me to, you know, do whatever I need, whatever I want, gitu kan. Ya nggak aja kali, aku nggak mau ngerepotin orang aja kali ya. Itu aja kali basicnya. Then when you have, when you're independent, you have more freedom to choose the life you want, gitu kali. And it's comfortably."
04418.wav,"Pernah nggak Nego sama suami ketika, when it comes to family life dan juga your career life, Nego pernah nggak? Nego-nya dalam hal apa? Dalam hal, mungkin suami expect, Kak Marian jangan terlalu sibuk dan you guys have two kids, you have household to take care of, gitu. Sementara kakak kan sibuk kesana-kesini, gitu. Kalian berdua tuh sama-sama sibuk, gitu loh. Pernah nggak suami bilang kayak gitu dan kakak akhirnya Nego? Nggak pernah sih. Nggak pernah ya? Nggak pernah. Jadi dia sangat..."
04419.wav,"Menyadari dan memaklumi kesibukan Kak Maria. Iya, sangat-sangat. Dan juga dia tahu karena aku juga nggak minta apa-apa ya. Jadi yaudah biarin aja. Dan when I come home, karena mungkin aku mengerjakan sesuatu yang aku suka, aku melakukan aktivitas-aktivitas yang bikin aku happy. Jadi di rumah kan santai, chill, nggak pernah marah-marah, nggak pernah demanding, nggak pernah whiny gitu loh. So even my kids love it gitu. Kan aku suka nanya sama anak aku ya, do you think I spend enough time with you?"
04420.wav,"Yes, mom, it's okay. Kan aku suka mikir, kak, do you want me to go to school every day? Which is, gue paling jarang ke sekolah ya, gue ke sekolah cuma kalau ada event-event aja. No, it's okay, you don't need to, gitu. Terus, I know, ini anak aku umur 10 tahun ya, I understand you have to work. Kalau if you don't work, I cannot go to my school, I cannot, apa, aku nggak bisa ke sekolah yang bagus, gitu loh. Aku nggak bisa jalan-jalan, aku nggak bisa... Karena 10 tahun udah nyadari itu. 10 tahun udah ngerti itu. So, itu makes me..."
04421.wav,"Kayak, oh dia ngerti. I'm actually proud, gitu katanya. You are working. Jadi justru, so gini ya, aku punya dua pengalaman waktu aku masih di luar negeri. Anak aku yang pertama kan aku ngurusin sendiri ya. Aku ngurusin sendiri sambil kerja. No help, no anything. Jadi selama 10 tahun I raise my son by myself. Aku ngaturin sekolah. Jadi ini aku bener-bener nyempetin nih ngaturin sekolah segala macem sambil kerja. So bisa dibilang ya, all his waking moments di luar sekolah was with me."
04422.wav,"Whereas anak aku yang kecil, ini lebih banyak di Indonesia. Jadi aku cuma ketemu dia pagi, malam, weekend. Justru yang lebih appreciate my presence, justru anak yang kecil. Karena dia tahu, I only get a limited of time with my mom, therefore it's a quality time. I'm invested and I'm very present in that time. Whereas waktu gue di luar negeri, ngurusin anak, itu kan I'm tired."
04423.wav,"Gila, gue pagi udah harus nyapin dia, pulang, eh terus gue kerja, terus gue pulang, gue harus bikin, gue masak apa, gue harus bersihin rumah, harus ini, harus itu. So, I'm tired, gitu, all the time, every day. So, I'm there, cuma maybe it's not quality, gitu. Jadi ini yang I feel the difference, oh ternyata biarpun gue full-time as a mom juga, beda ya, it's the quality that you give to your kids. So, the kids actually appreciate when you are happy, when you are present, and..."
04424.wav,"And you appreciate the time that you have, itu sih. Kakak bagi waktunya gimana untuk make sure bahwa dia bener-bener dapet waktu kamu? I feel like I, well at least buat aku ya, in my opinion, I try to live quite a balanced life. Makanya pagi when I exercise, I exercise I finish at 6 by the way. I run at 5 o'clock in the morning. So when I'm back... Gue bangun pagi, kakak udah nge-post, habis selesai lari 10-15 kilo. Gokil. So..."
04425.wav,"Kan sekolah berangkat baru jam setengah lapan lah ya, jadi aku balik ke rumah dia belum bangun. So, I still get to see him when he has his breakfast, getting ready segala macem, I see him in the morning. Terus dia ke sekolah, baru gue berangkat kerja. Malam, I mean I leave the office around six o'clock, which means I get to have dinner with my family. Gitu, jadi..."
04426.wav,"And weekend, I spend time with my family, and then holidays, of course, we travel together as a family. Karena mungkin ini aku rasa untuk kecil ya, so both my parents are professionals, they work, selalu kerja, cuma aku gak pernah ngerasa neglected. Karena dinner time we're together, weekend time we're together, yaudah, so aku ngerti gitu, there's this routine yang gives you safety. Kan yang anak-anak kecil butuh kan itu, routine yang dia tau, oh this is my..."
04429.wav,"And yeah, travel together, I think it's always something yang anak-anak juga look forward, ya. Tadi, seperti yang tadi gue bilang, kadang-kadang pasangan justru malah jadi penghalang karir, Kak. Apa yang pengen kakak bilang nih, untuk ke pihak perempuannya dulu ya, what would you say? Ke perempuan yang berkarir. Ke perempuan yang berkarir, tapi diminta oleh keluarga atau oleh suaminya untuk stop deh karir lo, fokus ke rumah."
04430.wav,"Gimana ngomongnya ya? Based on your experience aja, Kak. Kan kita tujuannya nggak menghubungkan. Nggak semua perempuan mau bekerja, and it's okay. Ada yang menikmati kok di rumah ngurusin anak. Dan itu nggak salah juga anyway, ya? It's so memang achievement-nya mereka yang nggak apa-apa juga, terserah. Do whatever makes you happy. That's what I think. Karena orang semua orang itu ngerasa hidupnya fulfilled."
04432.wav,"They become grown-ups, they will have their own family. Yang penting kita sebagai perempuan tahu identitas kita siapa, kita sukanya apa, kita bisa survive, biarpun anak-anak kita udah nggak lagi di rumah. Itu tadi ke pihak perempuan, kalau sekarang ke pihak suami, what would you say to them? Pihak suami, again suami beda-beda. Don't mess with me, don't mess with us. Suami beda-beda, menurut aku kalau memang ada suami yang tidak membolehkan istrinya bekerja, ya nggak apa-apa juga, asal istrinya..."
04433.wav,"Nggak keberatan ya. Kalau ini malah bikin istrinya struggling gitu loh, justru memberontak ya, something is not right, berarti it's not aligned. Cuma kalau ada suami-suami di luar sana yang memang very supportive of their wives, well, bravo, well done. Even though misalnya istrinya lebih sukses gitu ya, it means you are a strong man. Karena you don't mind gitu loh. And buat dia adalah kalau istrinya bahagia, istrinya suksesful, buat dia juga mencerminkan hal yang baik gitu kan."
04434.wav,"Oke, Kak, co-founder startup, posisi CEO, perempuan, Kakak pernah diremehin nggak? Diremehin ya. So, one time, well, aku bisa bilang in general sih jarang ya, in general jarang. Luckily ya, di Indonesia kayaknya nggak segitunya, nggak segitunya. Tapi pernah aku, ini waktu aku sebelum TS Media, I was in a meeting with this business owner. Di Indo? Di Indonesia. Business owner, dan I came sama my partner, cowok gitu, my co-founder cowok."
04436.wav,"Aku gak tau itu karena mungkin dia, aku gak bisa nge-judge ya, maksudnya I don't wanna judge karena dia gak menghormati aku, mungkin juga dia gak biasa kali ngeliat langsung ke perempuan atau gimana, aku gak tau. Cuma itu abis meeting itu aku berbicara sama partner aku, notice gak sih tadi kok dia sama sekali gak look at me ya, padahal aku yang nanya pertanyaan, aku yang present, aku yang apa loh gitu. Ya mungkin that's the typical family-nya seperti itu, gitu."
04438.wav,"Yaudah lah, if I don't have this client, it's okay. Tapi sekarang gimana? Sekarang gimana? Adakah yang meremehkan kakak? Because you're a woman CEO? Enggak. Aku tahu ya banyak komen-komen yang bilang kayak misalnya, you know all these men are taking advantage of you. Hey, have you ever thought that I'm taking advantage of them? Iya nggak? Karena dengan keberadaan kita sebagai perempuan, we have this power to get their attention."
04439.wav,"And to offer them what we can do for them, to solve their problems, gitu loh. Justru aku melihat itu sebagai power sih. Sebagai power ya. Ketika kakak misalnya meeting, disitu ada kakak dan ada kak Luna, wah duo, apa sih ini, alpha female, ya kan? Para business owners dan CEO yang cowok-cowok itu biasanya gimana respon mereka? Gini, gak bisa ngomong gini? Enggak lah, enggak gitu. I think..."
04440.wav,"Tergantung umur ya biasanya, tergantung industri apa gitu loh. Kalau misalnya industri modern, anak-anak yang bukan generasi, mungkin di atas-atas banget, more respectful. Karena ya namanya sama aja lah gitu kan. Mungkin yang... Kalau banking, insurance itu kan klien-klien kamu? Iya, biasa aja sih, cuma enaknya they pay attention more, right? So it's a power gitu. Akhirnya mereka lebih merhatiin, lebih nggak distracted, lebih nggak apa gitu loh. So becoming lady CEO is a power ya."
04441.wav,"Yeah, use the power. Apakah perempuan harus financially independent, Kak? Personal opinion, yes. Tapi untuk aku ya. Why? Untuk aku, dan ya itu, karena aku pengen punya kebebasan untuk memilih bagaimana caranya aku pengen hidup, you know, the lifestyle that I want, the life that I want. Bisa, you know, bisa travel, kemana aja yang aku mau, bisa, you know, invest in whatever I want, bisa..."
04442.wav,"So the freedom to choose your life the way you want it. Kadang-kadang perempuan terjebak pada, mereka terlalu tergantung atau dependent pada suaminya, sehingga ketika ada apa-apa dengan pernikahan mereka, mereka jadi tidak berdaya gitu. How do you see this phenomenon? Oh, itu kerap terjadi. Masih sampai hari ini ya. Masih sampai hari ini. Phenomenon itu ya, ini sebenarnya banyak banget terjadi di sekitar aku ya. Dan gimana ya, aku..."
04443.wav,"Aku ngerasa ya harusnya ini kayak wake up call juga sebenarnya untuk banyak perempuan gitu loh. Aku nggak bilang mereka harus cari banyak duit loh. Jadi yang penting you know, ini loh, yang penting improving skills juga. Jadi just in case nih, just in case pernikahannya tidak berhasil, ya kan? Paling nggak kita punya modal skill atau tahu kita talannya di mana. Jadi biarpun sebenarnya nggak pernah kerja, tapi you know what to do gitu loh. Karena selama kita sehat, harusnya siapapun bisa mencari uang. Siapapun bisa."
04444.wav,"Make money, mau itu kerja sama orang, mau itu buka bisnis di rumah, mau apa. Jadi perempuan-perempuan yang mungkin selama ini nggak kerja, tapi ya kalau bisa di asah aja skill dan talentnya itu apa gitu loh. Because one day you might need it, gitu. Gitu kali ya, kalau aku ngeliatnya. Dan bahkan skill ini harus dikerjakan untuk menghasilkan uang misalnya, atau menghasilkan sesuatu di masa-masa pernikahan itu. Kalau bisa."
04445.wav,"Cuma kan ada juga yang ngerasa, kadang-kadang gini loh, kadang-kadang kan sebenarnya perempuan itu bekerja karena kepepet ya. Survival, right? I mean, I also work because, bukan kepepetnya, karena, ya, because I have things that I want to do. Jadi, ya, mau gak mau, I have to make it work, gitu kan. Mungkin banyak juga perempuan yang memang semua sudah disediakan. Sediakan apa, semua sudah mewah, apa, gini-gini, jadi dia gak ngerasa ada kebutuhan."
04446.wav,"Ya itu yang akhirnya jadinya stuck. Cuma jangan lupa loh, if you are healthy, please get some skills. Mau itu belajar bahasa, yang akhirnya nanti bisa ngasih les, mau apapun jadi translator, gitu kan. Selama kan duit itu halal dan it's using your own skill and your own effort, I think that's very honorable already. Dan sekarang pun kesempatannya juga banyak banget. Kalau kita jualan online, even kita bikin konten masak misalnya, jualan jus."
04447.wav,"Semua bisa dari rumah. Semua bisa dari rumah. Sekarang adalah sesi rapid fire question. Aku pengen tanya pertanyaan cepat, kakak jawabnya juga cepat. Pun kalau misalnya itu menarik, please be elaborative, be my guest. Negara favorit buat traveling? Amerika sama Jepang. Amerika sama Jepang, okay. Walaupun di bawah Donald Trump juga tetap Amerika? Ya, bodo amat lah Trumpnya. I like the nature and the food. Okay. Kota terbaik buat running? Wow."
04448.wav,"Kota terbaik buat running? Ini mungkin based on my experience ya, London. London ya, kenapa? London was my best experience di WMM. Udara-nya waktu itu enak, going around, ke start, ini kita ngomongin race ya, start to finish-nya juga cukup mudah, terus crowd-nya, waktu race-nya wow, luar biasa. Okay. So yeah. Lagu wajib di playlist saat lari?"
04452.wav,"Ngototir ya, stubbornness, stubbornness. I'm also stubborn sih. Dalam hal apa? Apa ya, misalnya apalah kita mau kemana, enggak, udah kesini aja, kesini, kesini. Iya, akhirnya ngalah. Cuma abis itu dia ngalah juga sama aku. Kayak gitu lah, just choices aja. Simple things. Hal yang paling menyenangkan dari Luna Maya? Well, I can name a few. Menyenangkan apa ya? Orangnya sebenarnya chill ya. Mungkin karena dia terkenal banget, orang ber..."
04453.wav,"Banyak yang ini, dia di-evas sebenarnya nggak sama sekali. Ya, again, mungkin she's comfortable with me. Jadi dia apa adanya, orangnya apa adanya banget. And she's a, you know, she's a great best friend aja. She's a great listener. I mean, I talk to her about everything. Jadi, ya. Yang paling nyebelin hidup di Jakarta, Kak? Polusi. Polisi udara. Polisi udara, ya. Okay."
04454.wav,"Alright, sekarang aku, ini adalah segmen terakhir kita. Aku pengen sedikit mengulik tentang menghadapi masa-masa sulit. When you are through hardship, apa hal yang menjadi pegangan Kak Marian untuk ngelewatin itu? Hardships ya, udah sering ya. Saking biasanya, I don't even know it's hardship anymore karena udah saking sering ya. Pegangan aku adalah selalu aku mikir, almost everyone actually get through their hardship. We will get through it eventually. Dan..."
04455.wav,"Mungkin itu kayak jadi mantra aja ya, yaudah hari ini susah, it's okay, I will get through it. Tomorrow will be better just one day at a time. Udah, solve it one day at a time. One thing at a time. Udah gitu. Kalau kakak punya satu pelajaran dalam hidup yang kakak jadikan prinsip dan kakak pengen share ke our audience, apa pelajaran penting dalam hidup itu, kak? Pelajaran penting dalam hidup, I think always learning ya. Selalu belajar sama reflect. Kita kan manusia ya, manusia we do a lot of mistakes. Kita..."
04456.wav,"Apa namanya, kita selalu grow, kita dikelilingi sama orang-orang, we are very social creature. Jadi kita nggak bisa survive tanpa manusia lain, tanpa relationship, tanpa lain-lain. Dan kalau kita nggak reflect gitu, reflect tuh macem-macem ya, bisa positif, bisa negatif, kayak tadi gue salah nggak ya, gue bisa gini ya, can I do better? So always improving ourselves, karena kita kan pengen menjadi orang yang menyenangkan ya, dengan orang-orang lain lah gitu. We want to be able to live with."
04457.wav,"Our community, our friends, our family, gitu loh. Karena I don't think..."
04459.wav,"Bentar-bentar, single? Ya. Ini banyak banget loh di Instagram yang berharap kalian tuh kembali lagi. Gak ada kepikiran tuh? Oh, the thing? Iya, shippers-shippers ini tuh banyak. Pokoknya Max cocoknya sama Prilly, gitu. Well, you know, kita temenan and I think I'm just gonna keep it that way. Hari pertama ketemu George Clooney, Julia Roberts. Kamu kenalannya gimana gitu? Maxine, gitu. Gak bisa ngomong. I couldn't say my name. Aku bilang, I'm much more... Starstruck gitu? Yeah. Hey, I'm George. I'm..."
04462.wav,"Bentar dulu dong, boleh nggak? Welcome home dulu. Udah mau acting aja. Udah kebiasaan acting ya, shooting film terus ya. Lupa ya? Aduh lupa, welcome home by the way. Oh my God, masih sama. Ntar lagi kita ganti ya. Masih-masih, alamatnya masih sama, kantor masih sama, timnya masih sama. Belum ada yang dipecat nih? Belum, setia semua, teman setia semuanya. Belum ada yang keluar? Masih betah? Betah. Yang nggak bagus yang dipecat."
04471.wav,"Paling sering dibilang Maxim Butter. Enggak sih, tapi banyak yang kayak gitu. Maxim Butter, kalau tau gak sih, kayak lagi nungguin SIM atau KTP, Maxim Butter, gimana? Terus kamu masuk, smooth like butter. Kami like butter. By the way, Max, kita tuh sebenarnya jarang loh denger kamu di interview di podcast atau acara-acara di Indonesia. Emang milih-milih ya?"
04477.wav,"Bocah ya? Bocah. Bener ya, tiga judul ya kita ketemu ya? Ya, around 2 atau 3 ya. Kok gak ada yang aku inget ya, Max? Tau. We never had a scene together. We never had a scene together. Tapi yang aku inget cuma satu, dari dia tuh cuma satu."
04493.wav,"Dua tahun? Dua tahun. Nggak pengen... Ini banyak banget loh di Instagram yang berharap kalian tuh kembali lagi. Nggak ada kepikiran tuh, iya shippers-shippers ini tuh banyak. Pokoknya Max cocoknya sama Prilly, gitu. Well, you know, it was what, like two years ago we broke up, I think? I mean, we're close friends now, you know? Kita temenan and I think I'm just gonna keep it that way. And I think it's also like mutual gitu loh, kita bener-bener mau, you know, like let's..."
04496.wav,"Mantan apa enggak nih? Oh no no no, ini ini. Udah gak? Oh enggak, it's a revenge body. Ngerti dong ya, revenge body. No, this is a body film. Oh, film itu? Yang Hollywood? Coba dong buka dong, masih ada gak? No, no ya masih masih. Ini film apa? Yang Ticket to Paradise? Ya, Ticket to Paradise ya. Tapi emang ini ya, Maxim kayaknya setelah putus sama Prilly tuh menghilang gitu ya, sengaja gitu."
04497.wav,"Well, what happens? Menghilang terus tiba-tiba muncul gitu, terus tambah kayak dewasa. I guess that's how it seems, ya kan? Cuman sebenernya we broke up at the verge of COVID."
04501.wav,"Mungkin banyak yang belum tau sebenernya ceritanya, kok bisa tiba-tiba main film Hollywood dari yang sinetron, yang judul-judul Indonesia? Mungkin kamu belum begitu pernah ceritain ya, mungkin ceritain sedikit, I know, I already know the story, tapi apa sih awal pertama kali bisa dapet kesempatan itu? Well, aku lagi shooting Netflix waktu itu, so again, it was the whole pandemic stuff, you know, like things were happening kinda slowly, right? Tapi tiba-tiba mereka, my manager was like, eh Max, kamu mau gak casting buat film?"
04504.wav,"Jadi aku, because I had the COVID and I was not prepared, jadi aku bener-bener gak bisa get ready lah pokoknya buat script-nya. And I had the script on the screen. Or Parker bilang, Max kamu baca script-nya ya? Yes, I'm so sorry, kemarin aku ini sih shooting-nya lumayan malam. I didn't want to say I had COVID, I just wanted to get it. You do whatever you do to get this type of job."
04508.wav,"Atau mungkin, bisa nggak ya kita casting di Jakarta gitu loh, in my own space, you know, and different environments. Soalnya aku shooting itu lima bulan tuh, yang Netflix, so I was already like going crazy. Kita shooting cuma dari villa set, villa set selama lima bulan. Di Batam. Oh di Batam. Ya, in the back lot. Ini waktu shooting Netflix title. Ya. Oke, oke. Terus? So ya, fortunately Ol Parker, wonderful soul, dia kasih aku kesempatan and liked it."
04519.wav,"Bali ya ceritanya ya, kamu kan pernah tinggal di Bali. Oh ada persamaan ya? Kan alunia. Lahir dan besar di Bali sama-sama loh. Di Bali besarnya. Gak ketemu dulu? Enggak ya? Oh beda ya, beda generasi. Gapnya jauh cuy. Jauh gak sih Max? Not really. Enggak lah, sekolahnya sama gue denger juga."
04522.wav,"Kalau script bisa, yang di film itu cuma script, so, and I had help. Ajaknya kan? Ajak itu yang pemain-pemain yang... Agung, my dad. Tapi kan kamu temen-temen banyak di Bali kan? Banyak, tapi boleh semua. Oh, tapi kamu inggris. Cuma aku sebelum masuk ke Jakarta, logat aku tuh Bali. Bali banget. Sama, Max! Ya ampun. Banyak samaan. Dari tadi nyari persamaan terus ya. Ya kan? Iya bener juga. Eh bentar, single? Yeah. Sama!"
04527.wav,"A-list. Itu bedanya apa sama syuting Senetron kita? Oh Senetron? Well, first of all, kita syuting cuma satu scene aja per hari. Masa? Satu scene per hari. Oh gitu? And then break dua minggu, terus satu scene lagi. Break dua minggu. Kok break dua minggu? Pas, minggu lah. Kenapa? Ya. Eee... jeda aja. Ya, jeda. Misalnya kayak, oh ini hari ini cuma George and Julia. Terus habis itu kayak minggu-minggu ini cuma aku sama Caitlin, gitu. Gak tiap hari syutingnya? Gak juga."
04533.wav,"Mau senetan, mau apa, gitu. Ayo dong, kan ini cuma berpasien cepetan, gitu. Kayak nggak mau dilama-lamain, gitu. Nggak ngerti kenapa. Kenapa ya? Padahal kan lebih enak selesai, istirahat, kerja lagi, istirahat, kerja lagi. Mungkin senang di lokasi kali ya. Pernah nggak ngerasa gitu? Ya, yang kayak nggak pulang-pulang selama tiga hari. Aku pernah loh, shooting season front. Iya, 24 jam di lokasi sampai gini."
04535.wav,"Untuk shooting dengan George Clooney dan Julia Roberts itu is huge, you know? So I'm like, am I gonna be at that level? Cuman karena pressure of sinetron yang kayak kita harus cepet-cepet get the script right, karena masih ada 30 scene setelah itu, you know?"
04541.wav,"Aku dari Semarang ke Jakarta, aku culture shock banget. Pasti kan kalau hidup sendiri, terus udah gitu jauh dari orang tua kan, bebas, lepas, kan pasti punya idol yang you wanna achieve in certain career gitu loh. I mean, I wanna be like you. Eh! Aku Virgo. Oh Virgo! I love Virgo! I know! Maxim itu kesayangannya? Belok tuh. Belok. Emm, kalau mami nempel aku."
